Country_Code,Invader_Species,Role,Email
denmark,d&d_beholder,healing_role,wasp@avengers.com
denmark,d&d_devil,healing_role,batman@dc-world.com
denmark,d&d_lich,healing_role,hulk@avengers.com
denmark,d&d_mind_flayer,healing_role,capatain.america@avengers.com
denmark,d&d_vampire,healing_role,capatain.america@avengers.com
denmark,d&d_red_dragon,healing_role,capatain.america@avengers.com
denmark,d&d_hill_giant,healing_role,hawkeye@avengers.com
denmark,d&d_treant,healing_role,hawkeye@avengers.com
denmark,d&d_werewolf,healing_role,capatain.america@avengers.com
denmark,d&d_yuan-ti,healing_role,capatain.america@avengers.com
dominican_republic,Aliens,attack_role,star.brand@avengers.com
dominican_republic,Predators,attack_role,star.brand@avengers.com
dominican_republic,d&d_beholder,attack_role,star.brand@avengers.com
dominican_republic,d&d_devil,attack_role,shang-chi@avengers.com
dominican_republic,d&d_lich,attack_role,sentry@avengers.com
dominican_republic,d&d_mind_flayer,attack_role,star.brand@avengers.com
dominican_republic,d&d_vampire,attack_role,star.brand@avengers.com
dominican_republic,d&d_red_dragon,attack_role,star.brand@avengers.com
dominican_republic,d&d_hill_giant,attack_role,wolverine@avengers.com
dominican_republic,d&d_treant,attack_role,wolverine@avengers.com
dominican_republic,d&d_werewolf,attack_role,star.brand@avengers.com
dominican_republic,d&d_yuan-ti,attack_role,star.brand@avengers.com
dominican_republic,d&d_beholder,defense_role,star.brand@avengers.com
dominican_republic,d&d_devil,defense_role,shang-chi@avengers.com
dominican_republic,d&d_lich,defense_role,sentry@avengers.com
dominican_republic,d&d_mind_flayer,defense_role,star.brand@avengers.com
dominican_republic,d&d_vampire,defense_role,star.brand@avengers.com
dominican_republic,d&d_red_dragon,defense_role,star.brand@avengers.com
dominican_republic,d&d_hill_giant,defense_role,wolverine@avengers.com
dominican_republic,d&d_treant,defense_role,wolverine@avengers.com
dominican_republic,d&d_werewolf,defense_role,star.brand@avengers.com
dominican_republic,d&d_yuan-ti,defense_role,star.brand@avengers.com
dominican_republic,d&d_beholder,healing_role,agent.venom@avengers.com
dominican_republic,d&d_devil,healing_role,batman@dc-world.com
dominican_republic,d&d_lich,healing_role,hulk@avengers.com
dominican_republic,d&d_mind_flayer,healing_role,havok@avengers.com
dominican_republic,d&d_vampire,healing_role,sunspot@avengers.com
dominican_republic,d&d_red_dragon,healing_role,smasher@avengers.com
dominican_republic,d&d_hill_giant,healing_role,hawkeye@avengers.com
dominican_republic,d&d_treant,healing_role,hawkeye@avengers.com
dominican_republic,d&d_werewolf,healing_role,rogue@avengers.com
dominican_republic,d&d_yuan-ti,healing_role,abyss@avengers.com
ecuador,Aliens,attack_role,spider.man@avengers.com
ecuador,Predators,attack_role,spider.man@avengers.com
ecuador,d&d_beholder,attack_role,spider.man@avengers.com
ecuador,d&d_devil,attack_role,spider.man@avengers.com
ecuador,d&d_lich,attack_role,spider.man@avengers.com
ecuador,d&d_mind_flayer,attack_role,spider.man@avengers.com
ecuador,d&d_vampire,attack_role,spider.man@avengers.com
ecuador,d&d_red_dragon,attack_role,spider.man@avengers.com
ecuador,d&d_hill_giant,attack_role,spider.man@avengers.com
ecuador,d&d_treant,attack_role,spider.man@avengers.com
ecuador,d&d_werewolf,attack_role,spider.man@avengers.com
ecuador,d&d_yuan-ti,attack_role,spider.man@avengers.com
ecuador,d&d_beholder,defense_role,spider.man@avengers.com
ecuador,d&d_devil,defense_role,spider.man@avengers.com
ecuador,d&d_lich,defense_role,spider.man@avengers.com
ecuador,d&d_mind_flayer,defense_role,spider.man@avengers.com
ecuador,d&d_vampire,defense_role,spider.man@avengers.com
ecuador,d&d_red_dragon,defense_role,spider.man@avengers.com
ecuador,d&d_hill_giant,defense_role,spider.man@avengers.com
ecuador,d&d_treant,defense_role,spider.man@avengers.com
ecuador,d&d_werewolf,defense_role,spider.man@avengers.com
ecuador,d&d_yuan-ti,defense_role,spider.man@avengers.com
ecuador,d&d_beholder,healing_role,agent.venom@avengers.com
ecuador,d&d_devil,healing_role,batman@dc-world.com
ecuador,d&d_lich,healing_role,hulk@avengers.com
ecuador,d&d_mind_flayer,healing_role,havok@avengers.com
ecuador,d&d_vampire,healing_role,sunspot@avengers.com
ecuador,d&d_red_dragon,healing_role,smasher@avengers.com
ecuador,d&d_hill_giant,healing_role,hawkeye@avengers.com
ecuador,d&d_treant,healing_role,hawkeye@avengers.com
ecuador,d&d_werewolf,healing_role,rogue@avengers.com
ecuador,d&d_yuan-ti,healing_role,abyss@avengers.com
egypt,Aliens,attack_role,iron.man@avengers.com
egypt,Predators,attack_role,thor@avengers.com
egypt,d&d_beholder,attack_role,hercules@avengers.com
egypt,d&d_devil,attack_role,ant.man@avengers.com
egypt,d&d_lich,attack_role,hulk@avengers.com
egypt,d&d_mind_flayer,attack_role,hercules@avengers.com
egypt,d&d_vampire,attack_role,hercules@avengers.com
egypt,d&d_red_dragon,attack_role,hercules@avengers.com
egypt,d&d_hill_giant,attack_role,hawkeye@avengers.com
egypt,d&d_treant,attack_role,hawkeye@avengers.com
egypt,d&d_werewolf,attack_role,hercules@avengers.com
egypt,d&d_yuan-ti,attack_role,hercules@avengers.com
egypt,d&d_beholder,defense_role,hercules@avengers.com
egypt,d&d_devil,defense_role,ant.man@avengers.com
egypt,d&d_lich,defense_role,hulk@avengers.com
egypt,d&d_mind_flayer,defense_role,hercules@avengers.com
egypt,d&d_vampire,defense_role,hercules@avengers.com
egypt,d&d_red_dragon,defense_role,hercules@avengers.com
egypt,d&d_hill_giant,defense_role,hawkeye@avengers.com
egypt,d&d_treant,defense_role,hawkeye@avengers.com
egypt,d&d_werewolf,defense_role,hercules@avengers.com
egypt,d&d_yuan-ti,defense_role,hercules@avengers.com
egypt,d&d_beholder,healing_role,agent.venom@avengers.com
egypt,d&d_devil,healing_role,batman@dc-world.com
egypt,d&d_lich,healing_role,hulk@avengers.com
egypt,d&d_mind_flayer,healing_role,havok@avengers.com
egypt,d&d_vampire,healing_role,sunspot@avengers.com
egypt,d&d_red_dragon,healing_role,smasher@avengers.com
egypt,d&d_hill_giant,healing_role,hawkeye@avengers.com
egypt,d&d_treant,healing_role,hawkeye@avengers.com
egypt,d&d_werewolf,healing_role,rogue@avengers.com
egypt,d&d_yuan-ti,healing_role,abyss@avengers.com
el_salvador,Aliens,attack_role,star.brand@avengers.com
el_salvador,Predators,attack_role,star.brand@avengers.com
el_salvador,d&d_beholder,attack_role,star.brand@avengers.com
el_salvador,d&d_devil,attack_role,shang-chi@avengers.com
el_salvador,d&d_lich,attack_role,sentry@avengers.com
el_salvador,d&d_mind_flayer,attack_role,star.brand@avengers.com
el_salvador,d&d_vampire,attack_role,star.brand@avengers.com
el_salvador,d&d_red_dragon,attack_role,star.brand@avengers.com
el_salvador,d&d_hill_giant,attack_role,wolverine@avengers.com
el_salvador,d&d_treant,attack_role,wolverine@avengers.com
el_salvador,d&d_werewolf,attack_role,star.brand@avengers.com
el_salvador,d&d_yuan-ti,attack_role,star.brand@avengers.com
el_salvador,d&d_beholder,defense_role,star.brand@avengers.com
el_salvador,d&d_devil,defense_role,shang-chi@avengers.com
el_salvador,d&d_lich,defense_role,sentry@avengers.com
el_salvador,d&d_mind_flayer,defense_role,star.brand@avengers.com
el_salvador,d&d_vampire,defense_role,star.brand@avengers.com
el_salvador,d&d_red_dragon,defense_role,star.brand@avengers.com
el_salvador,d&d_hill_giant,defense_role,wolverine@avengers.com
el_salvador,d&d_treant,defense_role,wolverine@avengers.com
el_salvador,d&d_werewolf,defense_role,star.brand@avengers.com
el_salvador,d&d_yuan-ti,defense_role,star.brand@avengers.com
el_salvador,d&d_beholder,healing_role,agent.venom@avengers.com
el_salvador,d&d_devil,healing_role,batman@dc-world.com
el_salvador,d&d_lich,healing_role,hulk@avengers.com
el_salvador,d&d_mind_flayer,healing_role,havok@avengers.com
el_salvador,d&d_vampire,healing_role,sunspot@avengers.com
el_salvador,d&d_red_dragon,healing_role,smasher@avengers.com
el_salvador,d&d_hill_giant,healing_role,hawkeye@avengers.com
el_salvador,d&d_treant,healing_role,hawkeye@avengers.com
el_salvador,d&d_werewolf,healing_role,rogue@avengers.com
el_salvador,d&d_yuan-ti,healing_role,abyss@avengers.com
estonia,Aliens,attack_role,iron.man@avengers.com
estonia,Predators,attack_role,thor@avengers.com
estonia,d&d_beholder,attack_role,wasp@avengers.com
estonia,d&d_devil,attack_role,ant.man@avengers.com
estonia,d&d_lich,attack_role,hulk@avengers.com
estonia,d&d_mind_flayer,attack_role,capatain.america@avengers.com
estonia,d&d_vampire,attack_role,capatain.america@avengers.com
estonia,d&d_red_dragon,attack_role,capatain.america@avengers.com
estonia,d&d_hill_giant,attack_role,hawkeye@avengers.com
estonia,d&d_treant,attack_role,hawkeye@avengers.com
estonia,d&d_werewolf,attack_role,capatain.america@avengers.com
estonia,d&d_yuan-ti,attack_role,capatain.america@avengers.com
estonia,d&d_beholder,defense_role,wasp@avengers.com
estonia,d&d_devil,defense_role,ant.man@avengers.com
estonia,d&d_lich,defense_role,hulk@avengers.com
estonia,d&d_mind_flayer,defense_role,capatain.america@avengers.com
estonia,d&d_vampire,defense_role,capatain.america@avengers.com
estonia,d&d_red_dragon,defense_role,capatain.america@avengers.com
estonia,d&d_hill_giant,defense_role,hawkeye@avengers.com
estonia,d&d_treant,defense_role,hawkeye@avengers.com
estonia,d&d_werewolf,defense_role,capatain.america@avengers.com
estonia,d&d_yuan-ti,defense_role,capatain.america@avengers.com
estonia,d&d_beholder,healing_role,wasp@avengers.com
estonia,d&d_devil,healing_role,batman@dc-world.com
estonia,d&d_lich,healing_role,hulk@avengers.com
estonia,d&d_mind_flayer,healing_role,capatain.america@avengers.com
estonia,d&d_vampire,healing_role,capatain.america@avengers.com
estonia,d&d_red_dragon,healing_role,capatain.america@avengers.com
estonia,d&d_hill_giant,healing_role,hawkeye@avengers.com
estonia,d&d_treant,healing_role,hawkeye@avengers.com
estonia,d&d_werewolf,healing_role,capatain.america@avengers.com
estonia,d&d_yuan-ti,healing_role,capatain.america@avengers.com
ethiopa,Aliens,attack_role,iron.man@avengers.com
ethiopa,Predators,attack_role,thor@avengers.com
ethiopa,d&d_beholder,attack_role,wasp@avengers.com
ethiopa,d&d_devil,attack_role,ant.man@avengers.com
ethiopa,d&d_lich,attack_role,hulk@avengers.com
ethiopa,d&d_mind_flayer,attack_role,capatain.america@avengers.com
ethiopa,d&d_vampire,attack_role,capatain.america@avengers.com
ethiopa,d&d_red_dragon,attack_role,capatain.america@avengers.com
ethiopa,d&d_hill_giant,attack_role,hawkeye@avengers.com
ethiopa,d&d_treant,attack_role,hawkeye@avengers.com
ethiopa,d&d_werewolf,attack_role,capatain.america@avengers.com
ethiopa,d&d_yuan-ti,attack_role,capatain.america@avengers.com
ethiopa,d&d_beholder,defense_role,wasp@avengers.com
ethiopa,d&d_devil,defense_role,ant.man@avengers.com
ethiopa,d&d_lich,defense_role,hulk@avengers.com
ethiopa,d&d_mind_flayer,defense_role,capatain.america@avengers.com
ethiopa,d&d_vampire,defense_role,capatain.america@avengers.com
ethiopa,d&d_red_dragon,defense_role,capatain.america@avengers.com
ethiopa,d&d_hill_giant,defense_role,hawkeye@avengers.com
ethiopa,d&d_treant,defense_role,hawkeye@avengers.com
ethiopa,d&d_werewolf,defense_role,capatain.america@avengers.com
ethiopa,d&d_yuan-ti,defense_role,capatain.america@avengers.com
ethiopa,d&d_beholder,healing_role,wasp@avengers.com
ethiopa,d&d_devil,healing_role,batman@dc-world.com
ethiopa,d&d_lich,healing_role,hulk@avengers.com
ethiopa,d&d_mind_flayer,healing_role,capatain.america@avengers.com
ethiopa,d&d_vampire,healing_role,capatain.america@avengers.com
ethiopa,d&d_red_dragon,healing_role,capatain.america@avengers.com
ethiopa,d&d_hill_giant,healing_role,hawkeye@avengers.com
ethiopa,d&d_treant,healing_role,hawkeye@avengers.com
ethiopa,d&d_werewolf,healing_role,capatain.america@avengers.com
ethiopa,d&d_yuan-ti,healing_role,capatain.america@avengers.com
finland,Aliens,attack_role,iron.man@avengers.com
finland,Predators,attack_role,thor@avengers.com
finland,d&d_beholder,attack_role,wasp@avengers.com
finland,d&d_devil,attack_role,ant.man@avengers.com
finland,d&d_lich,attack_role,hulk@avengers.com
finland,d&d_mind_flayer,attack_role,capatain.america@avengers.com
finland,d&d_vampire,attack_role,capatain.america@avengers.com
finland,d&d_red_dragon,attack_role,capatain.america@avengers.com
finland,d&d_hill_giant,attack_role,hawkeye@avengers.com
finland,d&d_treant,attack_role,hawkeye@avengers.com
finland,d&d_werewolf,attack_role,capatain.america@avengers.com
finland,d&d_yuan-ti,attack_role,capatain.america@avengers.com
finland,d&d_beholder,defense_role,wasp@avengers.com
finland,d&d_devil,defense_role,ant.man@avengers.com
finland,d&d_lich,defense_role,hulk@avengers.com
finland,d&d_mind_flayer,defense_role,capatain.america@avengers.com
finland,d&d_vampire,defense_role,capatain.america@avengers.com
finland,d&d_red_dragon,defense_role,capatain.america@avengers.com
finland,d&d_hill_giant,defense_role,hawkeye@avengers.com
finland,d&d_treant,defense_role,hawkeye@avengers.com
finland,d&d_werewolf,defense_role,capatain.america@avengers.com
finland,d&d_yuan-ti,defense_role,capatain.america@avengers.com
finland,d&d_beholder,healing_role,wasp@avengers.com
finland,d&d_devil,healing_role,batman@dc-world.com
finland,d&d_lich,healing_role,hulk@avengers.com
finland,d&d_mind_flayer,healing_role,capatain.america@avengers.com
finland,d&d_vampire,healing_role,capatain.america@avengers.com
finland,d&d_red_dragon,healing_role,capatain.america@avengers.com
finland,d&d_hill_giant,healing_role,hawkeye@avengers.com
finland,d&d_treant,healing_role,hawkeye@avengers.com
finland,d&d_werewolf,healing_role,capatain.america@avengers.com
finland,d&d_yuan-ti,healing_role,capatain.america@avengers.com
germany,Aliens,attack_role,iron.man@avengers.com
germany,Predators,attack_role,thor@avengers.com
germany,d&d_beholder,attack_role,wasp@avengers.com
germany,d&d_devil,attack_role,ant.man@avengers.com
germany,d&d_lich,attack_role,hulk@avengers.com
germany,d&d_mind_flayer,attack_role,capatain.america@avengers.com
germany,d&d_vampire,attack_role,capatain.america@avengers.com
germany,d&d_red_dragon,attack_role,capatain.america@avengers.com
germany,d&d_hill_giant,attack_role,hawkeye@avengers.com
germany,d&d_treant,attack_role,hawkeye@avengers.com
germany,d&d_werewolf,attack_role,capatain.america@avengers.com
germany,d&d_yuan-ti,attack_role,capatain.america@avengers.com
germany,d&d_beholder,defense_role,wasp@avengers.com
germany,d&d_devil,defense_role,ant.man@avengers.com
germany,d&d_lich,defense_role,hulk@avengers.com
germany,d&d_mind_flayer,defense_role,capatain.america@avengers.com
germany,d&d_vampire,defense_role,capatain.america@avengers.com
germany,d&d_red_dragon,defense_role,capatain.america@avengers.com
germany,d&d_hill_giant,defense_role,hawkeye@avengers.com
germany,d&d_treant,defense_role,hawkeye@avengers.com
germany,d&d_werewolf,defense_role,capatain.america@avengers.com
germany,d&d_yuan-ti,defense_role,capatain.america@avengers.com
germany,d&d_beholder,healing_role,wasp@avengers.com
germany,d&d_devil,healing_role,batman@dc-world.com
germany,d&d_lich,healing_role,hulk@avengers.com
germany,d&d_mind_flayer,healing_role,capatain.america@avengers.com
germany,d&d_vampire,healing_role,capatain.america@avengers.com
germany,d&d_red_dragon,healing_role,capatain.america@avengers.com
germany,d&d_hill_giant,healing_role,hawkeye@avengers.com
germany,d&d_treant,healing_role,hawkeye@avengers.com
germany,d&d_werewolf,healing_role,capatain.america@avengers.com
germany,d&d_yuan-ti,healing_role,capatain.america@avengers.com
ghana,Aliens,attack_role,iron.man@avengers.com
ghana,Predators,attack_role,thor@avengers.com
ghana,d&d_beholder,attack_role,hercules@avengers.com
ghana,d&d_devil,attack_role,ant.man@avengers.com
ghana,d&d_lich,attack_role,hulk@avengers.com
ghana,d&d_mind_flayer,attack_role,hercules@avengers.com
ghana,d&d_vampire,attack_role,hercules@avengers.com
ghana,d&d_red_dragon,attack_role,hercules@avengers.com
ghana,d&d_hill_giant,attack_role,hawkeye@avengers.com
ghana,d&d_treant,attack_role,hawkeye@avengers.com
ghana,d&d_werewolf,attack_role,hercules@avengers.com
ghana,d&d_yuan-ti,attack_role,hercules@avengers.com
ghana,d&d_beholder,defense_role,hercules@avengers.com
ghana,d&d_devil,defense_role,ant.man@avengers.com
ghana,d&d_lich,defense_role,hulk@avengers.com
ghana,d&d_mind_flayer,defense_role,hercules@avengers.com
ghana,d&d_vampire,defense_role,hercules@avengers.com
ghana,d&d_red_dragon,defense_role,hercules@avengers.com
ghana,d&d_hill_giant,defense_role,hawkeye@avengers.com
ghana,d&d_treant,defense_role,hawkeye@avengers.com
ghana,d&d_werewolf,defense_role,hercules@avengers.com
ghana,d&d_yuan-ti,defense_role,hercules@avengers.com
ghana,d&d_beholder,healing_role,agent.venom@avengers.com
ghana,d&d_devil,healing_role,batman@dc-world.com
ghana,d&d_lich,healing_role,hulk@avengers.com
ghana,d&d_mind_flayer,healing_role,havok@avengers.com
ghana,d&d_vampire,healing_role,sunspot@avengers.com
ghana,d&d_red_dragon,healing_role,smasher@avengers.com
ghana,d&d_hill_giant,healing_role,hawkeye@avengers.com
ghana,d&d_treant,healing_role,hawkeye@avengers.com
ghana,d&d_werewolf,healing_role,rogue@avengers.com
ghana,d&d_yuan-ti,healing_role,abyss@avengers.com
greece,Aliens,attack_role,iron.man@avengers.com
greece,Predators,attack_role,thor@avengers.com
greece,d&d_beholder,attack_role,wasp@avengers.com
greece,d&d_devil,attack_role,ant.man@avengers.com
greece,d&d_lich,attack_role,hulk@avengers.com
greece,d&d_mind_flayer,attack_role,capatain.america@avengers.com
greece,d&d_vampire,attack_role,capatain.america@avengers.com
greece,d&d_red_dragon,attack_role,capatain.america@avengers.com
greece,d&d_hill_giant,attack_role,hawkeye@avengers.com
greece,d&d_treant,attack_role,hawkeye@avengers.com
greece,d&d_werewolf,attack_role,capatain.america@avengers.com
greece,d&d_yuan-ti,attack_role,capatain.america@avengers.com
greece,d&d_beholder,defense_role,wasp@avengers.com
greece,d&d_devil,defense_role,ant.man@avengers.com
greece,d&d_lich,defense_role,hulk@avengers.com
greece,d&d_mind_flayer,defense_role,capatain.america@avengers.com
greece,d&d_vampire,defense_role,capatain.america@avengers.com
greece,d&d_red_dragon,defense_role,capatain.america@avengers.com
greece,d&d_hill_giant,defense_role,hawkeye@avengers.com
greece,d&d_treant,defense_role,hawkeye@avengers.com
greece,d&d_werewolf,defense_role,capatain.america@avengers.com
greece,d&d_yuan-ti,defense_role,capatain.america@avengers.com
greece,d&d_beholder,healing_role,wasp@avengers.com
greece,d&d_devil,healing_role,batman@dc-world.com
greece,d&d_lich,healing_role,hulk@avengers.com
greece,d&d_mind_flayer,healing_role,capatain.america@avengers.com
greece,d&d_vampire,healing_role,capatain.america@avengers.com
greece,d&d_red_dragon,healing_role,capatain.america@avengers.com
greece,d&d_hill_giant,healing_role,hawkeye@avengers.com
greece,d&d_treant,healing_role,hawkeye@avengers.com
greece,d&d_werewolf,healing_role,capatain.america@avengers.com
greece,d&d_yuan-ti,healing_role,capatain.america@avengers.com
guatemala,Aliens,attack_role,star.brand@avengers.com
guatemala,Predators,attack_role,star.brand@avengers.com
guatemala,d&d_beholder,attack_role,star.brand@avengers.com
guatemala,d&d_devil,attack_role,shang-chi@avengers.com
guatemala,d&d_lich,attack_role,sentry@avengers.com
guatemala,d&d_mind_flayer,attack_role,star.brand@avengers.com
guatemala,d&d_vampire,attack_role,star.brand@avengers.com
guatemala,d&d_red_dragon,attack_role,star.brand@avengers.com
guatemala,d&d_hill_giant,attack_role,wolverine@avengers.com
guatemala,d&d_treant,attack_role,wolverine@avengers.com
guatemala,d&d_werewolf,attack_role,star.brand@avengers.com
guatemala,d&d_yuan-ti,attack_role,star.brand@avengers.com
guatemala,d&d_beholder,defense_role,star.brand@avengers.com
guatemala,d&d_devil,defense_role,shang-chi@avengers.com
guatemala,d&d_lich,defense_role,sentry@avengers.com
guatemala,d&d_mind_flayer,defense_role,star.brand@avengers.com
guatemala,d&d_vampire,defense_role,star.brand@avengers.com
guatemala,d&d_red_dragon,defense_role,star.brand@avengers.com
guatemala,d&d_hill_giant,defense_role,wolverine@avengers.com
guatemala,d&d_treant,defense_role,wolverine@avengers.com
guatemala,d&d_werewolf,defense_role,star.brand@avengers.com
guatemala,d&d_yuan-ti,defense_role,star.brand@avengers.com
guatemala,d&d_beholder,healing_role,agent.venom@avengers.com
guatemala,d&d_devil,healing_role,batman@dc-world.com
guatemala,d&d_lich,healing_role,hulk@avengers.com
guatemala,d&d_mind_flayer,healing_role,havok@avengers.com
guatemala,d&d_vampire,healing_role,sunspot@avengers.com
guatemala,d&d_red_dragon,healing_role,smasher@avengers.com
guatemala,d&d_hill_giant,healing_role,hawkeye@avengers.com
guatemala,d&d_treant,healing_role,hawkeye@avengers.com
guatemala,d&d_werewolf,healing_role,rogue@avengers.com
guatemala,d&d_yuan-ti,healing_role,abyss@avengers.com
honduras,Aliens,attack_role,star.brand@avengers.com
honduras,Predators,attack_role,star.brand@avengers.com
honduras,d&d_beholder,attack_role,star.brand@avengers.com
honduras,d&d_devil,attack_role,shang-chi@avengers.com
honduras,d&d_lich,attack_role,sentry@avengers.com
honduras,d&d_mind_flayer,attack_role,star.brand@avengers.com
honduras,d&d_vampire,attack_role,star.brand@avengers.com
honduras,d&d_red_dragon,attack_role,star.brand@avengers.com
honduras,d&d_hill_giant,attack_role,wolverine@avengers.com
honduras,d&d_treant,attack_role,wolverine@avengers.com
honduras,d&d_werewolf,attack_role,star.brand@avengers.com
honduras,d&d_yuan-ti,attack_role,star.brand@avengers.com
honduras,d&d_beholder,defense_role,star.brand@avengers.com
honduras,d&d_devil,defense_role,shang-chi@avengers.com
honduras,d&d_lich,defense_role,sentry@avengers.com
honduras,d&d_mind_flayer,defense_role,star.brand@avengers.com
honduras,d&d_vampire,defense_role,star.brand@avengers.com
honduras,d&d_red_dragon,defense_role,star.brand@avengers.com
honduras,d&d_hill_giant,defense_role,wolverine@avengers.com
honduras,d&d_treant,defense_role,wolverine@avengers.com
honduras,d&d_werewolf,defense_role,star.brand@avengers.com
honduras,d&d_yuan-ti,defense_role,star.brand@avengers.com
honduras,d&d_beholder,healing_role,agent.venom@avengers.com
honduras,d&d_devil,healing_role,batman@dc-world.com
honduras,d&d_lich,healing_role,hulk@avengers.com
honduras,d&d_mind_flayer,healing_role,havok@avengers.com
honduras,d&d_vampire,healing_role,sunspot@avengers.com
honduras,d&d_red_dragon,healing_role,smasher@avengers.com
honduras,d&d_hill_giant,healing_role,hawkeye@avengers.com
honduras,d&d_treant,healing_role,hawkeye@avengers.com
honduras,d&d_werewolf,healing_role,rogue@avengers.com
honduras,d&d_yuan-ti,healing_role,abyss@avengers.com
hong_kong,Aliens,attack_role,iron.man@avengers.com
hong_kong,Predators,attack_role,thor@avengers.com
hong_kong,d&d_beholder,attack_role,hercules@avengers.com
hong_kong,d&d_devil,attack_role,ant.man@avengers.com
hong_kong,d&d_lich,attack_role,hulk@avengers.com
hong_kong,d&d_mind_flayer,attack_role,hercules@avengers.com
hong_kong,d&d_vampire,attack_role,hercules@avengers.com
hong_kong,d&d_red_dragon,attack_role,hercules@avengers.com
hong_kong,d&d_hill_giant,attack_role,hawkeye@avengers.com
hong_kong,d&d_treant,attack_role,hawkeye@avengers.com
hong_kong,d&d_werewolf,attack_role,hercules@avengers.com
hong_kong,d&d_yuan-ti,attack_role,hercules@avengers.com
hong_kong,d&d_beholder,defense_role,hercules@avengers.com
hong_kong,d&d_devil,defense_role,ant.man@avengers.com
hong_kong,d&d_lich,defense_role,hulk@avengers.com
hong_kong,d&d_mind_flayer,defense_role,hercules@avengers.com
hong_kong,d&d_vampire,defense_role,hercules@avengers.com
hong_kong,d&d_red_dragon,defense_role,hercules@avengers.com
hong_kong,d&d_hill_giant,defense_role,hawkeye@avengers.com
hong_kong,d&d_treant,defense_role,hawkeye@avengers.com
hong_kong,d&d_werewolf,defense_role,hercules@avengers.com
hong_kong,d&d_yuan-ti,defense_role,hercules@avengers.com
hong_kong,d&d_beholder,healing_role,agent.venom@avengers.com
hong_kong,d&d_devil,healing_role,batman@dc-world.com
hong_kong,d&d_lich,healing_role,hulk@avengers.com
hong_kong,d&d_mind_flayer,healing_role,havok@avengers.com
hong_kong,d&d_vampire,healing_role,sunspot@avengers.com
hong_kong,d&d_red_dragon,healing_role,smasher@avengers.com
hong_kong,d&d_hill_giant,healing_role,hawkeye@avengers.com
hong_kong,d&d_treant,healing_role,hawkeye@avengers.com
hong_kong,d&d_werewolf,healing_role,rogue@avengers.com
hong_kong,d&d_yuan-ti,healing_role,abyss@avengers.com
hungary,Aliens,attack_role,iron.man@avengers.com
hungary,Predators,attack_role,thor@avengers.com
hungary,d&d_beholder,attack_role,wasp@avengers.com
hungary,d&d_devil,attack_role,ant.man@avengers.com
hungary,d&d_lich,attack_role,hulk@avengers.com
hungary,d&d_mind_flayer,attack_role,capatain.america@avengers.com
hungary,d&d_vampire,attack_role,capatain.america@avengers.com
hungary,d&d_red_dragon,attack_role,capatain.america@avengers.com
hungary,d&d_hill_giant,attack_role,hawkeye@avengers.com
hungary,d&d_treant,attack_role,hawkeye@avengers.com
hungary,d&d_werewolf,attack_role,capatain.america@avengers.com
hungary,d&d_yuan-ti,attack_role,capatain.america@avengers.com
hungary,d&d_beholder,defense_role,wasp@avengers.com
hungary,d&d_devil,defense_role,ant.man@avengers.com
hungary,d&d_lich,defense_role,hulk@avengers.com
hungary,d&d_mind_flayer,defense_role,capatain.america@avengers.com
hungary,d&d_vampire,defense_role,capatain.america@avengers.com
hungary,d&d_red_dragon,defense_role,capatain.america@avengers.com
hungary,d&d_hill_giant,defense_role,hawkeye@avengers.com
hungary,d&d_treant,defense_role,hawkeye@avengers.com
hungary,d&d_werewolf,defense_role,capatain.america@avengers.com
hungary,d&d_yuan-ti,defense_role,capatain.america@avengers.com
hungary,d&d_beholder,healing_role,wasp@avengers.com
hungary,d&d_devil,healing_role,batman@dc-world.com
hungary,d&d_lich,healing_role,hulk@avengers.com
hungary,d&d_mind_flayer,healing_role,capatain.america@avengers.com
hungary,d&d_vampire,healing_role,capatain.america@avengers.com
hungary,d&d_red_dragon,healing_role,capatain.america@avengers.com
hungary,d&d_hill_giant,healing_role,hawkeye@avengers.com
hungary,d&d_treant,healing_role,hawkeye@avengers.com
hungary,d&d_werewolf,healing_role,capatain.america@avengers.com
hungary,d&d_yuan-ti,healing_role,capatain.america@avengers.com
iceland,Aliens,attack_role,iron.man@avengers.com
iceland,Predators,attack_role,thor@avengers.com
iceland,d&d_beholder,attack_role,wasp@avengers.com
iceland,d&d_devil,attack_role,ant.man@avengers.com
iceland,d&d_lich,attack_role,hulk@avengers.com
iceland,d&d_mind_flayer,attack_role,capatain.america@avengers.com
iceland,d&d_vampire,attack_role,capatain.america@avengers.com
iceland,d&d_red_dragon,attack_role,capatain.america@avengers.com
iceland,d&d_hill_giant,attack_role,hawkeye@avengers.com
iceland,d&d_treant,attack_role,hawkeye@avengers.com
iceland,d&d_werewolf,attack_role,capatain.america@avengers.com
iceland,d&d_yuan-ti,attack_role,capatain.america@avengers.com
iceland,d&d_beholder,defense_role,wasp@avengers.com
iceland,d&d_devil,defense_role,ant.man@avengers.com
iceland,d&d_lich,defense_role,hulk@avengers.com
iceland,d&d_mind_flayer,defense_role,capatain.america@avengers.com
iceland,d&d_vampire,defense_role,capatain.america@avengers.com
iceland,d&d_red_dragon,defense_role,capatain.america@avengers.com
iceland,d&d_hill_giant,defense_role,hawkeye@avengers.com
iceland,d&d_treant,defense_role,hawkeye@avengers.com
iceland,d&d_werewolf,defense_role,capatain.america@avengers.com
iceland,d&d_yuan-ti,defense_role,capatain.america@avengers.com
